pasal,pasal_text
65,"Pasal 65
(1) Pihak di bidang Sistem Pembayaran di Indonesia yang
menjadi anggota SRO terdiri atas:
a. Bank atau Lembaga Selain Bank yang telah
memperoleh izin sebagai PJP atau penetapan menjadi
PIP, sebagaimana diwajibkan dalam ketentuan
Peraturan Bank Indonesia mengenai sistem
pembayaran;43
b. asosiasi Lembaga Selain Bank yang mewadahi PJP
kategori izin 3; dan/atau
c. pihak lain.
(2) PJP kategori izin 3 dapat menjadi anggota SRO secara
langsung atau melalui keanggotaan pada asosiasi
Lembaga Selain Bank sebagaimana dimaksud pada ayat
(1) huruf b.
(3) Jumlah anggota SRO paling sedikit 80% (delapan puluh
persen) dari total pihak di bidang Sistem Pembayaran di
Indonesia sebagaimana dimaksud pada ayat (1).
(4) Penghitungan jumlah anggota SRO sebagaimana
dimaksud pada ayat (3) dilakukan berdasarkan kriteria:
a. PJP atau PIP yang telah menjadi anggota SRO,
dihitung sebagai 1 (satu) pihak;
b. untuk asosiasi Lembaga Selain Bank yang mewadahi
PJP kategori izin 3, dihitung sebagai 1 (satu) pihak;
c. pihak lain yang telah menjadi anggota SRO, dihitung
sebagai 1 (satu) pihak; dan
d. PJP kategori izin 3 yang menjadi anggota asosiasi
Lembaga Selain Bank sebagaimana dimaksud dalam
huruf b, dihitung sebagai 1 (satu) pihak."
66,"Pasal 66
SRO melaksanakan tugas sebagaimana diatur dalam
ketentuan Peraturan Bank Indonesia mengenai sistem
pembayaran."
67,"Pasal 67
(1) Ketentuan yang dikeluarkan oleh SRO merupakan
ketentuan pelengkap dan tidak boleh bertentangan
dengan peraturan dan kebijakan Bank Indonesia di bidang44
Sistem Pembayaran.
(2) Ketentuan yang dikeluarkan oleh SRO sebagaimana
dimaksud pada ayat (1) harus mewakili kepentingan
seluruh anggota SRO yang meliputi:
a. materi teknis dan mikro di bidang Sistem
Pembayaran yang belum diatur dalam Peraturan
Bank Indonesia di bidang Sistem Pembayaran; atau
b. materi teknis dan mikro di bidang Sistem
Pembayaran yang merupakan penjabaran lebih lanjut
dari Peraturan Bank Indonesia di bidang Sistem
Pembayaran.
(3) Ketentuan di bidang Sistem Pembayaran yang bersifat
teknis dan mikro yang diterbitkan oleh SRO dapat terdiri
atas ketentuan SRO dan pedoman teknis.
(4) Penerbitan ketentuan yang bersifat teknis dan mikro oleh
SRO tidak mengurangi kewenangan Bank Indonesia untuk
mengatur hal-hal yang bersifat teknis dan mikro di bidang
Sistem Pembayaran.
(5) Inisiatif atau usulan ketentuan di bidang Sistem
Pembayaran oleh SRO dapat berasal dari SRO atau atas
dasar permintaan Bank Indonesia."
68,"Pasal 68
(1) Dalam hal jumlah anggota SRO setelah dalam jangka
waktu 6 (enam) bulan berturut-turut kurang dari 80%
(delapan puluh persen) dari total pihak di bidang Sistem
Pembayaran di Indonesia berlaku ketentuan:
a. forum atau institusi tidak dapat menerbitkan dan
memberlakukan ketentuan baru sebagai SRO; dan
b. ketentuan yang sebelumnya telah dikeluarkan oleh
forum atau institusi tersebut tetap berlaku sebagai
ketentuan SRO.
(2) Forum atau institusi sebagaimana dimaksud pada ayat (1)
dapat menerbitkan kembali dan memberlakukan
ketentuan sebagai SRO setelah jumlah pihak yang menjadi
anggota forum atau institusi di bidang Sistem Pembayaran
tersebut mencapai 80% (delapan puluh persen) atau lebih,45
dan telah melaporkan secara tertulis kepada Bank
Indonesia."
69,"Pasal 69
(1) Ketentuan yang diterbitkan oleh SRO dapat berlaku efektif
setelah memperoleh persetujuan secara tertulis dari Bank
Indonesia yang menyatakan penerbitan dan
pemberlakuan ketentuan dapat dilaksanakan.
(2) Dalam hal SRO menerbitkan dan memberlakukan
ketentuan tanpa terlebih dahulu memperoleh persetujuan
tertulis dari Bank Indonesia sebagaimana dimaksud pada
ayat (1), Bank Indonesia dapat melakukan langkah-
langkah sebagai berikut:
a. Bank Indonesia secara tertulis memerintahkan SRO
untuk mencabut dan menghentikan pemberlakuan
ketentuan yang bersangkutan; dan/atau
b. Bank Indonesia membatalkan ketentuan tersebut
dan mengumumkan kepada seluruh pihak di bidang
Sistem Pembayaran."
70,"Pasal 70
(1) Untuk memperoleh persetujuan secara tertulis dari Bank
Indonesia sebagaimana dimaksud dalam Pasal 69 ayat (1),
SRO mengajukan permintaan persetujuan tertulis atas
ketentuan SRO kepada Bank Indonesia.
(2) Pengajuan permintaan persetujuan tertulis atas ketentuan
SRO sebagaimana dimaksud pada ayat (1) dilakukan
dengan ketentuan:
a. untuk ketentuan yang terkait dengan kebijakan
Sistem Pembayaran diajukan kepada:
Bank Indonesia cq. Departemen Kebijakan Sistem
Pembayaran
Jalan M.H. Thamrin Nomor 2
Jakarta 10350;46
b. untuk ketentuan yang terkait dengan
penyelenggaraan Sistem Pembayaran diajukan
kepada
Bank Indonesia cq. Departemen Penyelenggaraan
Sistem Pembayaran
Jalan M.H. Thamrin Nomor 2
Jakarta 10350; atau
c. untuk substansi ketentuan selain sebagaimana
dimaksud dalam huruf a dan huruf b diajukan
kepada satuan kerja lain di Bank Indonesia yang
memiliki kewenangan terkait atau paling dekat
dengan substansi dalam ketentuan SRO.
(3) Dalam hal terjadi perubahan alamat korespondensi dan
komunikasi sebagaimana dimaksud pada ayat (2), Bank
Indonesia akan memberitahukan melalui surat dan/atau
media lainnya.
(4) Satuan kerja sebagaimana dimaksud pada ayat (2) juga
berwenang untuk memerintahkan SRO untuk mencabut,
membatalkan, dan menghentikan pemberlakuan
ketentuan SRO."
71,"Pasal 71
(1) SRO melakukan proses pendaftaran dan mencantumkan
daftar auditor teknologi informasi dalam laman SRO.
(2) Pencantuman daftar auditor teknologi informasi dalam
laman SRO sebagaimana dimaksud pada ayat (1)
dilakukan paling lambat 1 (satu) tahun sejak berlakunya
Peraturan Anggota Dewan Gubernur ini.
(3) Daftar auditor teknologi informasi sebagaimana dimaksud
pada ayat (2) menjadi acuan bagi:
a. calon PJP dalam proses perizinan atau pihak yang
akan ditetapkan menjadi PIP dalam proses
penetapan; dan47
b. PJP atau PIP dalam pemenuhan kewajiban dalam
penyelenggaraan kegiatan Sistem Pembayaran."
72,"Pasal 72
(1) Dalam melaksanakan tugasnya dan guna menjamin
kesinambungan informasi perkembangan di bidang
Sistem Pembayaran, SRO dapat melakukan pertemuan
konsultasi dengan Bank Indonesia.
(2) Agenda pertemuan konsultasi sebagaimana dimaksud
pada ayat (1) meliputi:
a. laporan rencana kerja SRO, baik yang telah maupun
yang masih akan dilaksanakan atau direalisasikan
oleh SRO termasuk laporan hasil rapat umum
anggota SRO;
b. rencana penyusunan dan penerbitan ketentuan di
bidang Sistem Pembayaran;
c. tukar menukar informasi untuk pengembangan
Sistem Pembayaran di Indonesia; dan/atau
d. agenda pertemuan konsultasi lainnya.
(3) Pertemuan konsultasi sebagaimana dimaksud pada ayat
(1) dapat dilakukan secara tatap muka maupun melalui
media elektronik.
(4) Inisiatif pertemuan konsultasi sebagaimana dimaksud
pada ayat (1) dapat berasal dari Bank Indonesia atau SRO.
(5) Dalam hal inisiatif pertemuan konsultasi sebagaimana
dimaksud pada ayat (1) berasal dari SRO, pengajuan
informasi rencana pertemuan konsultasi dilakukan
dengan ketentuan:
a. untuk agenda pertemuan konsultasi yang terkait
dengan kebijakan Sistem Pembayaran diajukan
kepada:
Bank Indonesia cq. Departemen Kebijakan Sistem
Pembayaran
Jalan M.H. Thamrin Nomor 248
Jakarta 10350,;
b. untuk agenda pertemuan konsultasi yang terkait
dengan penyelenggaraan Sistem Pembayaran
ditujukan kepada:
Bank Indonesia cq. Departemen Kebijakan Sistem
Pembayaran
Jalan M.H. Thamrin Nomor 2
Jakarta 10350,; atau
c. satuan kerja lain di Bank Indonesia yang memiliki
kewenangan terkait atau paling dekat dengan
substansi agenda pertemuan konsultasi selain
sebagaimana dimaksud dalam huruf a dan huruf b.
(6) Dalam hal terjadi perubahan alamat korespondensi dan
komunikasi sebagaimana dimaksud pada ayat (5), Bank
Indonesia akan memberitahukan melalui surat dan/atau
media lainnya."
73,"Pasal 73
(1) SRO wajib menjaga kerahasiaan data dan/atau informasi
dengan memperhatikan ketentuan peraturan perundang-
undangan.
(2) Kewajiban menjaga kerahasiaan data dan/atau informasi
sebagaimana dimaksud pada ayat (1) diberlakukan untuk
data dan/atau informasi yang diperoleh dari Bank
Indonesia.
(3) Kewajiban menjaga kerahasiaan data dan/atau informasi
sebagaimana dimaksud pada ayat (1) dikecualikan
terhadap data dan/atau informasi yang telah memperoleh
persetujuan Bank Indonesia untuk diungkapkan.
(4) SRO yang melanggar kewajiban sebagaimana dimaksud
pada ayat (1) dikenai sanksi administratif sesuai dengan
ketentuan Peraturan Bank Indonesia mengenai sistem
pembayaran."
74,"Pasal 74
(1) Bank Indonesia berwenang untuk melakukan pengawasan
atas pelaksanaan tugas SRO.
(2) Bank Indonesia dapat menugaskan pihak lain untuk dan
atas nama Bank Indonesia dalam melaksanakan
pengawasan atas pelaksanaan tugas SRO sebagaimana
dimaksud pada ayat (1).
(3) SRO harus memberikan kepada Bank Indonesia atau
pihak lain yang ditugaskan oleh Bank Indonesia
sebagaimana dimaksud pada ayat (2) paling sedikit:
a. dokumen, data, informasi, dan/atau laporan;
b. keterangan dan/atau penjelasan baik lisan maupun
tertulis; dan/atau
c. akses terhadap infrastruktur dan/atau sistem
informasi,
yang diperlukan dalam pengawasan.
(4) Pemberian dokumen, data, informasi dan/atau laporan
sebagaimana dimaksud pada ayat (3) huruf a dan
keterangan dan/atau penjelasan sebagaimana dimaksud
pada ayat (3) huruf b disampaikan melalui:
a. penyampaian laporan secara tertulis;
b. pertemuan langsung; dan/atau
c. media lain yang ditetapkan oleh Bank Indonesia."
75,"Pasal 75
Pada saat Peraturan Anggota Dewan Gubernur ini mulai
berlaku, seluruh ketentuan teknis dan mikro di bidang Sistem
Pembayaran yang telah memperoleh penegasan Bank Indonesia
dan diberlakukan oleh SRO, dinyatakan telah memperoleh
persetujuan Bank Indonesia."
76,"Pasal 76
Pada saat Peraturan Anggota Dewan Gubernur ini berlaku:
a. Surat Edaran Bank Indonesia Nomor 11/10/DASP tanggal
13 April 2009 perihal Penyelenggaraan Kegiatan Alat
Pembayaran dengan Menggunakan Kartu sebagaimana
telah beberapa kali diubah terakhir dengan Surat Edaran
Bank Indonesia Nomor 18/33/DKSP tanggal 2 Desember
2016;
b. Surat Edaran Bank Indonesia Nomor 13/7/DASP tanggal
25 Februari 2011 perihal Self-Regulatory Organization di
Bidang Sistem Pembayaran;
c. Surat Edaran Bank Indonesia Nomor14/27/DASP tanggal
25 September 2012 perihal Mekanisme Penyesuaian
Kepemilikan Kartu Kredit;
d. ketentuan mengenai perizinan transfer dana dalam Surat
Edaran Bank Indonesia Nomor 15/23/DASP tanggal 27
Juni 2013 perihal Penyelenggaraan Transfer Dana;
e. Surat Edaran Bank Indonesia Nomor 16/11/DKSP tanggal
22 Juli 2014 perihal Penyelenggaraan Uang Elektronik
(Electronic Money) sebagaimana telah diubah dengan Surat
Edaran Bank Indonesia Nomor 18/21/DKSP tanggal 27
September 2016;
f. Surat Edaran Bank Indonesia Nomor 18/22/DKSP tanggal
27 September 2016 perihal Layanan Keuangan Digital;
g. Surat Edaran Bank Indonesia Nomor 18/41/DKSP tanggal
30 Desember 2016 perihal Penyelenggaraan Pemrosesan
Transaksi Pembayaran;
h. Peraturan Anggota Dewan Gubernur Nomor
19/14/PADG/2017 tanggal 30 November 2017 tentang
Ruang Uji Coba Terbatas (Regulatory Sandbox) Teknologi
Finansial; dan
i. Peraturan Anggota Dewan Gubernur Nomor
19/15/PADG/2017 tanggal 30 November 2017 tentang
Tata Cara Pendaftaran, Penyampaian Informasi, dan51
Pemantauan Penyelenggara Teknologi Finansial,
dicabut dan dinyatakan tidak berlaku."
77,"Pasal 77
Peraturan Anggota Dewan Gubernur ini mulai berlaku pada
tanggal 1 Juli 2022."
