pasal,pasal_text
126,"Pasal 126
(1) PJP yang melanggar ketentuan sebagaimana dimaksud
dalam Pasal 121, Pasal 123 ayat (6), atau Pasal 125 ayat
(2) dikenai sanksi administratif berupa:
a. teguran;
b. penghentian sementara, sebagian, atau seluruh
kegiatan termasuk pelaksanaan kerja sama;
dan/atau
c. pencabutan izin sebagai PJP.
(2) Ketentuan lebih lanjut mengenai tata cara pengenaan
sanksi administratif sebagaimana dimaksud pada ayat (1)
diatur dalam Peraturan Anggota Dewan Gubernur."
127,"Pasal 127
(1) PJP yang melakukan kerja sama dengan Penyelenggara
Penunjang harus:
a. melakukan asesmen terhadap Penyelenggara
Penunjang; dan
b. bertanggung jawab penuh atas keamanan dan
kelancaran pemrosesan transaksi pembayaran.
(2) Tanggung jawab atas keamanan dan kelancaran
pemrosesan transaksi pembayaran sebagaimana
dimaksud pada ayat (1) huruf b dilakukan paling sedikit:
a. memiliki mekanisme pemantauan kinerja
Penyelenggara Penunjang;
b. memastikan penerapan manajemen risiko; dan
c. memastikan ketersediaan akses ke Penyelenggara
Penunjang bagi Bank Indonesia."
128,"Pasal 128
Asesmen terhadap Penyelenggara Penunjang sebagaimana
dimaksud dalam Pasal 127 ayat (1) huruf a dilakukan sebelum
pelaksanaan kerja sama, untuk paling sedikit memastikan:
a. legalitas dan profil perusahaan Penyelenggara Penunjang;
b. kinerja Penyelenggara Penunjang;
c. pemenuhan prinsip keamanan dan keandalan sistem
informasi dan infrastruktur;
d. kemampuan atau kompetensi Penyelenggara Penunjang;
dan
e. pemenuhan ketentuan peraturan perundang-undangan."
129,"Pasal 129
PJP harus melakukan evaluasi secara berkala atas kinerja
Penyelenggara Penunjang."
130,"Pasal 130
(1) Penerapan manajemen risiko oleh Penyelenggara
Penunjang sebagaimana dimaksud dalam Pasal 127 ayat
(2) huruf b berupa pelaksanaan audit sistem informasi
secara berkala, penguatan rencana keberlangsungan
bisnis (business continuity plan), dan mitigasi terhadap
single point of failure.
(2) Penerapan manajemen risiko dilakukan secara terintegrasi
dalam setiap tahapan penggunaan Penyelenggara
Penunjang pada proses perencanaan, pengadaan,
pengembangan, operasional, pemeliharaan, hingga
pengakhiran kerja sama."
131,"Pasal 131
PJP harus memastikan ketersediaan akses bagi Bank Indonesia
terhadap data atau informasi, sistem dan infrastruktur, dan
sumber daya manusia dari Penyelenggara Penunjang."
132,"Pasal 132
Bank Indonesia dapat menetapkan aspek prudensial kepada
Penyelenggara Penunjang yang melakukan penerusan
pembayaran dari PJP kepada Penyedia Barang dan/atau Jasa
yang meliputi:
a. memiliki perjanjian yang mengatur hak dan kewajiban
terkait pengelolaan dana secara jelas, termasuk tingkat
layanan (service level agreement) penerusan pembayaran
dari Penyelenggara Penunjang kepada Penyedia Barang
dan/atau Jasa;
b. penampungan dana tidak melebihi jangka waktu yang
ditetapkan oleh Bank Indonesia atau ketentuan SRO;
c. dana yang akan diteruskan tidak ditempatkan pada aset
yang memiliki risiko sehingga menyebabkan tidak
terpenuhinya kewajiban Penyelenggara Penunjang."
133,"Pasal 133
Bank Indonesia dapat meminta PJP menghentikan atau tidak
memperpanjang kerja sama dengan pihak lain dalam hal kerja
sama:
a. melanggar ketentuan peraturan perundang-undangan;
b. tidak memberikan kontribusi pada pengembangan sistem
pembayaran yang cepat, mudah, murah, aman, dan andal;
dan/atau
c. berpotensi merugikan atau menurunkan kinerja PJP."
134,"Pasal 134
(1) Selain mempertimbangkan pemenuhan persyaratan kerja
sama, dalam hal terdapat pengajuan kerja sama oleh PJP
dengan Penyelenggara Penunjang dan/atau penyelenggara
jasa Sistem Pembayaran di luar wilayah Negara Kesatuan
Republik Indonesia, Bank Indonesia mempertimbangkan:
a. aspek resiprokalitas;
b. kesetaraan standar penerapan manajemen risiko;
dan/atau
c. manfaat untuk perekonomian Indonesia.
(2) Pertimbangan sebagaimana dimaksud pada ayat (1)
memperhatikan kategori izin dan/atau klasifikasi PJP."
135,"Pasal 135
(1) Setiap pihak dilarang memiliki:
a. saham sebesar 25% (dua puluh lima persen) atau
lebih dari jumlah saham yang dikeluarkan dan
mempunyai hak suara; atau
b. saham kurang dari 25% (dua puluh lima persen) dari
jumlah saham yang dikeluarkan dan mempunyai hak
suara namun dapat dibuktikan bahwa yang
bersangkutan telah melakukan pengendalian, baik
secara langsung maupun tidak langsung,
pada lebih dari 1 (satu) Lembaga Selain Bank yang masing
masing memiliki izin sebagai PJP dalam kategori izin yang
sama dan/atau pada lebih dari 1 (satu) Lembaga Selain
Bank yang memiliki izin sebagai PJP dan penetapan
sebagai PIP.
(2) Pihak sebagaimana dimaksud pada ayat (1) harus
memastikan pemenuhan terkait permodalan PJP yang
dimilikinya."
136,"Pasal 136
(1) PJP berupa Lembaga Selain Bank dilarang melakukan aksi
korporasi yang mengakibatkan berubahnya pihak yang
memiliki:
a. saham sebesar 25% (dua puluh lima persen) atau
lebih dari jumlah saham yang dikeluarkan oleh PJP
dan mempunyai hak suara; atau
b. saham kurang dari 25% (dua puluh lima persen) dari
jumlah saham yang dikeluarkan oleh PJP dan
mempunyai hak suara namun dapat dibuktikan
bahwa yang bersangkutan telah melakukan
pengendalian terhadap PJP, baik secara langsung
maupun tidak langsung,
selama 5 (lima) tahun sejak izin pertama kali diberikan
kecuali berdasarkan persetujuan Bank Indonesia.
(2) Persetujuan Bank Indonesia sebagaimana dimaksud pada
ayat (1) diberikan dalam rangka:
a. pemenuhan ketentuan dan/atau tindak lanjut
pengawasan Bank Indonesia; dan/atau
b. penguatan permodalan untuk meningkatkan kinerja
penyelenggara yang tidak dimaksudkan sebagai
pengalihan izin untuk memperoleh manfaat tertentu."
137,"Pasal 137
(1) Pihak yang melanggar ketentuan sebagaimana dimaksud
dalam Pasal 135 atau Pasal 136 dikenai sanksi
administratif berupa:
a. teguran;
b. penghentian sementara, sebagian, atau seluruh
kegiatan termasuk pelaksanaan kerja sama;
dan/atau
c. pencabutan izin sebagai PJP.
(2) Ketentuan lebih lanjut mengenai tata cara pengenaan
sanksi administratif sebagaimana dimaksud pada ayat (1)
diatur dalam Peraturan Anggota Dewan Gubernur."
138,"Pasal 138
Dalam hal PJP melakukan aksi korporasi berupa
penggabungan, peleburan, pemisahan, dan/atau terdapat
pengambilalihan terhadap PJP, berlaku ketentuan:
a. PJP berupa Lembaga Selain Bank, wajib terlebih dahulu
memperoleh persetujuan dari Bank Indonesia; dan
b. PJP berupa Bank, wajib menyampaikan laporan kepada
Bank Indonesia."
139,"Pasal 139
Permohonan persetujuan dan laporan sebagaimana dimaksud
dalam Pasal 138 paling sedikit memuat informasi:
a. latar belakang aksi korporasi;
b. pihak yang akan melakukan aksi korporasi;
c. target waktu pelaksanaan aksi korporasi;
d. susunan pengurus, pemegang saham, dan struktur
kepemilikan korporasi setelah aksi korporasi; dan
e. rencana bisnis penyelenggaraan jasa Sistem Pembayaran
setelah aksi korporasi."
140,"Pasal 140
(1) Dalam hal terjadi penggabungan, peleburan, atau
pemisahan yang disertai perubahan anggota direksi yang
bertanggung jawab atas penyelenggaraan Sistem
Pembayaran, rencana perubahan tersebut harus
dilaporkan terlebih dahulu kepada Bank Indonesia.
(2) Berdasarkan hasil laporan sebagaimana dimaksud pada
ayat (1), Bank Indonesia dapat meminta penggantian calon
anggota direksi.
(3) Pergantian calon anggota direksi sebagaimana dimaksud
pada ayat (2) dilakukan dalam hal Bank Indonesia menilai
calon anggota direksi tidak memenuhi persyaratan.
(4) Penilaian Bank Indonesia sebagaimana dimaksud pada
ayat (3) dapat didasarkan pada informasi yang diperoleh
dari hasil pemeriksaan administratif dan hasil wawancara
dengan calon anggota direksi yang bersangkutan."
141,"Pasal 141
(1) Bagi PJP yang melakukan penggabungan dengan PJP lain,
PJP hasil penggabungan harus melaporkan secara tertulis
kepada Bank Indonesia dalam hal akan melanjutkan
aktivitas sebagai PJP.
(2) Dalam hal terjadi pengambilalihan terhadap PJP, izin PJP
tetap melekat pada Bank atau Lembaga Selain Bank yang
diambilalih.
(3) PJP yang diambilalih sebagaimana dimaksud pada ayat (2)
harus melaporkan secara tertulis kepada Bank Indonesia
mengenai pengambilalihan tersebut.
(4) Badan hukum hasil penggabungan, peleburan, atau
pemisahan yang belum memperoleh izin sebagai PJP
harus terlebih dahulu memperoleh izin dari Bank
Indonesia dalam hal akan melakukan aktivitas sebagai
PJP."
142,"Pasal 142
Mekanisme, format, dan tata cara persetujuan dan pelaporan
sebagaimana dimaksud dalam Pasal 138, diatur lebih lanjut
dalam Peraturan Anggota Dewan Gubernur."
143,"Pasal 143
(1) PJP yang melanggar ketentuan sebagaimana dimaksud
dalam Pasal 138, dikenai sanksi administratif berupa:
a. teguran;
b. penghentian sementara, sebagian, atau seluruh
kegiatan termasuk pelaksanaan kerja sama;
dan/atau
c. pencabutan izin sebagai PJP.
(2) Ketentuan lebih lanjut mengenai tata cara pengenaan
sanksi administratif sebagaimana dimaksud pada ayat (1)
diatur dalam Peraturan Anggota Dewan Gubernur."
144,"Pasal 144
Sumber Dana harus memenuhi unsur:
a. memiliki nilai dalam satuan rupiah;
b. digunakan untuk tujuan pembayaran dan/atau
pemenuhan kegiatan ekonomi;
c. nilai uang pada Sumber Dana didasarkan atas dana yang
disetorkan terlebih dahulu kepada pihak yang
menatausahakan Sumber Dana atau berupa fasilitas
kredit yang disediakan oleh pihak yang menatausahakan
Sumber Dana;
d. disimpan dalam media elektronik atau media lainnya;
e. dapat digunakan untuk pembayaran selain pada pihak
yang menatausahakan Sumber Dana atau hanya dapat
digunakan untuk pembayaran pada pihak yang
menatausahakan Sumber Dana dengan batasan yang
ditetapkan Bank Indonesia; dan
f. merepresentasikan hak Pengguna Jasa dan/atau klaim
kepada pihak yang menatausahakan Sumber Dana
kecuali untuk Sumber Dana yang didasarkan pada
fasilitas kredit."
145,"Pasal 145
Bank Indonesia dapat menetapkan unsur Sumber Dana
dengan memperhatikan perkembangan model bisnis dan
penyelenggaraan Sistem Pembayaran."
146,"Pasal 146
(1) Sumber Dana yang didasarkan pada fasilitas kredit
merupakan Sumber Dana yang didasarkan pada fasilitas
yang disediakan melalui kartu kredit.
(2) Karakteristik, fitur dan/atau model bisnis akses ke
Sumber Dana yang didasarkan pada fasilitas kredit
sebagaimana dimaksud pada ayat (1) meliputi:
a. memiliki kode identifikasi fasilitas kredit;
b. memiliki plafon fasilitas kredit;
c. digunakan pada model bisnis transaksi yang
melibatkan PJP, pengguna dan/atau Penyedia
Barang dan/atau Jasa dengan menggunakan
platform (media atau aplikasi) tertentu;
d. fasilitas kredit dapat digunakan untuk tujuan
pembayaran secara berulang sepanjang sesuai
dengan plafon fasilitas kredit yang diberikan; dan
e. pelunasan fasilitas kredit dilakukan secara sekaligus,
dan/atau dengan pembayaran secara angsuran.
(3) Bank Indonesia dapat menetapkan karakteristik, fitur
dan/atau model bisnis akses ke Sumber Dana yang sama
dengan kartu kredit sebagaimana dimaksud pada ayat (2)
dengan memperhatikan perkembangan model bisnis dan
penyelenggaraan Sistem Pembayaran.
(4) Badan hukum yang menawarkan produk atau layanan
berupa akses ke Sumber Dana yang didasarkan pada
fasilitas kredit yang tidak memenuhi karakteristik
sebagaimana dimaksud pada ayat (2) tidak dapat
memasarkan produk atau layanan dengan menggunakan
terminologi akses ke Sumber Dana berupa instrumen
pembayaran."
147,"Pasal 147
Akses ke Sumber Dana merupakan alat, media, dan/atau
seperangkat prosedur dalam menginisiasi transaksi
pembayaran dan/atau menyediakan akses ke Sumber Dana
untuk pembayaran melalui metode atau penggunaan teknologi
tertentu berupa:
a. instrumen;
b. kanal; dan/atau
c. akses ke Sumber Dana lainnya yang ditetapkan oleh Bank
Indonesia."
148,"Pasal 148
(1) Instrumen sebagaimana dimaksud dalam Pasal 147 huruf
a meliputi:
a. uang elektronik;
b. perintah transfer;
c. alat pembayaran menggunakan kartu atau bentuk
virtual yang memiliki karakteristik seperti alat
pembayaran menggunakan kartu;
d. cek;
e. bilyet giro; dan
f. instrumen perpindahan dana lainnya yang
ditetapkan oleh Bank Indonesia.
(2) Bank Indonesia dapat menetapkan akses ke Sumber Dana
berupa instrumen lainnya berdasarkan mekanisme
transfer kredit dan transfer debit dengan
mempertimbangkan:
a. perkembangan teknologi; dan/atau
b. perkembangan model bisnis transaksi pembayaran."
149,"Pasal 149
Kanal sebagaimana dimaksud dalam Pasal 147 huruf b
meliputi:
a. kanal pembayaran menggunakan teknologi quick response
code dengan skema merchant presented mode atau skema
lainnya yang ditetapkan oleh Bank Indonesia;
b. mesin electronic data capture;
c. mesin anjungan tunai mandiri;
d. kanal pembayaran online menggunakan teknologi berbasis
mobile atau internet, termasuk proprietary channel atau
shared channel oleh PJP yang menyelenggarakan aktivitas
penatausahaan Sumber Dana; dan
e. kanal pembayaran menggunakan metode atau
penggunaan teknologi tertentu lainnya untuk perpindahan
dana transfer debit dan transfer kredit."
150,"Pasal 150
(1) Dalam penyelenggaraan akses ke Sumber Dana, Bank
Indonesia dapat menetapkan:
a. kewajiban dan aspek prudensial penyelenggaraan
meliputi:
1. fitur, fasilitas dan batasan penyelenggaraan
akses ke Sumber Dana;
2. skema harga atas penyelenggaraan akses ke
Sumber Dana;
3. standar penyelenggaraan akses ke Sumber
Dana;
4. suku bunga, denda keterlambatan, dan
minimum pembayaran bagi akses ke Sumber
Dana berupa instrumen yang didasarkan pada
Sumber Dana berupa fasilitas kredit; dan/atau
5. kewajiban dan aspek prudensial lainnya yang
ditetapkan oleh Bank Indonesia;
b. batasan penyelenggaraan Akses ke Sumber Dana
untuk pemenuhan manajemen risiko dan prinsip
perlindungan konsumen meliputi:
1. batasan nominal transaksi;
2. batasan nilai yang disimpan dalam akses ke
Sumber Dana berupa instrumen atau layanan
penyimpanan data instrumen pembayaran;
3. batasan penarikan uang tunai; dan/atau
4. batasan penyelenggaraan akses ke Sumber Dana
lainnya yang ditetapkan oleh Bank Indonesia.
(2) Penetapan kebijakan penyelenggaraan akses ke Sumber
Dana sebagaimana dimaksud dalam ayat (1)
mempertimbangkan:
a. perkembangan transaksi;
b. kebutuhan masyarakat atau industri;
c. manajemen risiko;
d. perlindungan konsumen; dan/atau
e. mendorong perluasan akseptasi, efisiensi, kompetisi,
layanan, dan inovasi."
151,"Pasal 151
(1) PJP dan pihak yang bekerja sama dengan PJP wajib
memenuhi standar penyelenggaraan akses ke Sumber
Dana yang ditetapkan Bank Indonesia, termasuk standar
nasional untuk interkoneksi dan interoperabilitas
pembayaran.
(2) Standar penyelenggaraan akses ke Sumber Dana
sebagaimana dimaksud pada ayat (1) meliputi:
a. spesifikasi teknis;
b. spesifikasi operasional;
c. spesifikasi keamanan; dan/atau
d. aspek lainnya.
(3) Bank Indonesia dapat menugaskan SRO atau lembaga lain
yang ditetapkan Bank Indonesia untuk menyusun,
mengelola, dan/atau mengembangkan standar
sebagaimana dimaksud pada ayat (2).
(4) Untuk melindungi kepentingan publik, kepemilikan atas
standar sebagaimana dimaksud pada ayat (2) dan ayat (3)
menjadi milik Bank Indonesia."
152,"Pasal 152
Sebagai bagian dalam penetapan standar sebagaimana
dimaksud dalam Pasal 151 ayat (1), Bank Indonesia dapat
menetapkan:
a. tata cara perolehan dokumen;
b. pihak yang wajib melakukan pemrosesan transaksi;
c. batas nominal transaksi;
d. skema harga pemrosesan transaksi; dan/atau
e. mekanisme dan tata cara lainnya dalam penetapan
standar."
153,"Pasal 153
PJP yang menyelenggarakan aktivitas penatausahaan sumber
dana berupa penerbitan instrumen pembayaran harus
menyediakan informasi kepada calon konsumen dan
konsumen secara tertulis dalam Bahasa Indonesia dengan
lengkap dan jelas paling sedikit mengenai:
a. produk dan biaya yang dikenakan;
b. karakteristik produk yang diterbitkan;
c. prosedur dan tata cara penggunaan;
d. fitur dan fasilitas yang melekat;
e. risiko yang mungkin timbul dari penggunaan instrumen
pembayaran;
f. tata cara pelaporan kehilangan dan permohonan
pemblokiran;
g. hak dan kewajiban;
h. mekanisme pengenaan biaya;
i. tata cara pengaduan; dan
j. informasi lainnya yang ditetapkan Bank Indonesia."
154,"Pasal 154
(1) Bank Indonesia dapat menetapkan persyaratan dan/atau
batasan tertentu atas penggunaan Sumber Dana yang
ditatausahakan dan/atau akses ke Sumber Dana yang
diterbitkan di luar wilayah Negara Kesatuan Republik
Indonesia.
(2) Penetapan persyaratan dan/atau batasan tertentu
sebagaimana dimaksud pada ayat (1) berlaku terhadap
penggunaan di wilayah Negara Kesatuan Republik
Indonesia yang meliputi:
a. penggunaan akses ke Sumber Dana;
b. kerja sama dengan PJP atau PIP; dan/atau
c. skema atau arrangement pemrosesan pembayaran
termasuk skema harga."
155,"Pasal 155
(1) PJP yang melanggar ketentuan sebagaimana dimaksud
dalam Pasal 151 dikenai sanksi administratif berupa:
a. teguran;
b. penghentian sementara, sebagian, atau seluruh
kegiatan termasuk pelaksanaan kerja sama;
dan/atau
c. pencabutan izin sebagai PJP.
(2) Ketentuan lebih lanjut mengenai tata cara pengenaan
sanksi administratif sebagaimana dimaksud pada ayat (1)
diatur dalam Peraturan Anggota Dewan Gubernur."
156,"Pasal 156
Uang elektronik merupakan instrumen pembayaran yang
memenuhi unsur:
a. diterbitkan atas dasar Sumber Dana berupa nilai uang
rupiah yang disetor terlebih dahulu kepada PJP yang
menyelenggarakan aktivitas penatausahaan Sumber
Dana; dan
b. Sumber Dana berupa nilai uang rupiah disimpan secara
elektronik dalam suatu media server atau chip."
157,"Pasal 157
(1) Nilai uang elektronik merupakan nilai uang yang disimpan
secara elektronik dalam suatu media server atau chip yang
dapat dipindahkan untuk kepentingan pemindahan dana.
(2) Nilai uang elektronik sebagaimana dimaksud pada ayat (1)
yang dikelola oleh PJP yang menyelenggarakan aktivitas
penatausahaan Sumber Dana bukan merupakan
simpanan sebagaimana dimaksud dalam undang-undang
mengenai perbankan."
158,"Pasal 158
Berdasarkan lingkup penyelenggaraannya, uang elektronik
dibedakan menjadi:
a. closed loop; dan
b. open loop."
159,"Pasal 159
Akses ke Sumber Dana berupa uang elektronik dapat
dibedakan berdasarkan:
a. media penyimpan nilai uang elektronik berupa:
1. server based; dan
2. chip based;
dan
b. pencatatan data identitas pengguna uang elektronik
berupa:
1. registered; dan
2. unregistered."
160,"Pasal 160
(1) Batas nilai uang elektronik yang dapat disimpan pada
uang elektronik ditetapkan sebagai berikut:
a. untuk uang elektronik unregistered paling banyak
Rp2.000.000,00 (dua juta rupiah); dan
b. untuk uang elektronik registered paling banyak
Rp10.000.000,00 (sepuluh juta rupiah).
(2) Batas nilai transaksi uang elektronik dalam 1 (satu)
bulan paling banyak Rp20.000.000,00 (dua puluh juta
rupiah).
(3) Batas nilai transaksi uang elektronik sebagaimana
dimaksud pada ayat (2) diperhitungkan dari transaksi
yang bersifat incoming.
(4) Batasan nilai uang elektronik sebagaimana dimaksud
pada ayat (1) yang dapat disimpan dan batas nilai
transaksi uang elektronik sebagaimana dimaksud pada
ayat (2), tidak berlaku bagi akun pencatatan nilai uang
elektronik dari Penyedia Barang dan/atau Jasa.
(5) Bank Indonesia dapat menyesuaikan batasan nilai uang
elektronik yang dapat disimpan sebagaimana dimaksud
pada ayat (1) dan batas nilai transaksi uang elektronik
sebagaimana dimaksud pada ayat (2) dengan
mempertimbangkan:
a. perkembangan transaksi pembayaran termasuk yang
bersifat incoming;
b. kebutuhan masyarakat atau industri; dan/atau
c. aspek lainnya dalam mendorong perluasan akseptasi
layanan dan inovasi.
(6) Ketentuan mengenai perubahan batasan nilai uang
elektronik yang dapat disimpan dan batas nilai transaksi
uang elektronik sebagaimana dimaksud pada ayat (5)
diatur dalam Peraturan Anggota Dewan Gubernur."
161,"Pasal 161
(1) PJP yang menyelenggarakan aktivitas penatausahaan
Sumber Dana berupa penerbitan uang elektronik dapat
menetapkan masa berlaku media uang elektronik.
(2) Penetapan masa berlaku media uang elektronik
sebagaimana dimaksud pada ayat (1) dapat dilakukan
dengan mempertimbangkan:
a. batas usia teknis dari media uang elektronik yang
digunakan; dan
b. aspek lainnya.
(3) Berakhirnya masa berlaku media uang elektronik
sebagaimana dimaksud pada ayat (1) tidak menghapus
dan/atau menghilangkan nilai uang elektronik yang
belum digunakan.
(4) PJP yang menyelenggarakan aktivitas penatausahaan
Sumber Dana berupa penerbitan uang elektronik harus
menginformasikan kepada pengguna uang elektronik
mengenai berakhirnya masa berlaku media uang
elektronik dan menyampaikan mekanisme penyelesaian
atas nilai uang elektronik yang belum digunakan."
162,"Pasal 162
(1) Bagi pihak yang menyelenggarakan aktivitas
penatausahaan Sumber Dana berupa penerbitan uang
elektronik closed loop dengan jumlah dana float kurang
dari Rp1.000.000.000,00 (satu miliar rupiah),
dikecualikan dari keharusan memperoleh izin sebagai PJP
sebagaimana dimaksud dalam Pasal 11.
(2) Dalam hal terdapat pihak yang menyelenggarakan lebih
dari 1 (satu) uang elektronik closed loop, jumlah dana float
sebagaimana dimaksud pada ayat (1) diperhitungkan dari
seluruh uang elektronik closed loop yang diselenggarakan
oleh pihak tersebut.
(3) Dalam hal Lembaga Selain Bank yang telah
menyelenggarakan aktivitas penatausahaan Sumber Dana
sebagaimana dimaksud pada ayat (1) mengajukan
permohonan izin kepada Bank Indonesia, selama dalam
proses perizinan, Lembaga Selain Bank tersebut tetap
dapat menjalankan aktivitasnya dengan membatasi
jumlah dana float dan/atau jumlah pengguna uang
elektronik.
(4) Pihak yang menyelenggarakan uang elektronik closed loop
sebagaimana dimaksud pada ayat (1) harus
memperhatikan paling sedikit:
a. penerapan manajemen risiko; dan
b. perlindungan konsumen.
(5) Bank Indonesia berwenang melakukan pemeriksaan
dan/atau meminta laporan, dokumen, data, informasi,
keterangan, dan/atau penjelasan terhadap pihak yang
menyelenggarakan aktivitas penatausahaan Sumber Dana
berupa penerbitan uang elektronik closed loop dengan
jumlah dana float sebagaimana dimaksud pada ayat (1).
(6) Bank Indonesia dapat menyesuaikan batas jumlah dana
float uang elektronik closed loop yang dikecualikan dari
keharusan memperoleh izin sebagaimana dimaksud pada
ayat (1) dengan mempertimbangkan:
a. perkembangan transaksi pembayaran yang bersifat
incoming;
b. kebutuhan masyarakat atau industri; dan/atau
c. aspek lainnya dalam mendorong perluasan akseptasi
layanan dan inovasi.
(7) Ketentuan mengenai perubahan batas jumlah dana float
uang elektronik closed loop yang dikecualikan dari
keharusan memperoleh izin sebagaimana dimaksud pada
ayat (1) diatur dalam Peraturan Anggota Dewan Gubernur."
163,"Pasal 163
(1) Selama masih dalam proses perizinan, calon PJP dilarang
menyelenggarakan aktivitas PJP kecuali dalam rangka
menguji kesiapan penyelenggaraan aktivitas PJP dengan
ketentuan:
a. uji coba dilakukan pada pengguna uang elektronik
dan cakupan wilayah terbatas dengan jangka waktu
tertentu berdasarkan persetujuan Bank Indonesia;
dan
b. menyampaikan laporan kepada Bank Indonesia
mengenai rencana pelaksanaan dan pengakhiran uji
coba yang terdiri atas:
1. laporan rencana pelaksanaan uji coba
disampaikan kepada Bank Indonesia paling
lambat 30 (tiga puluh) hari kalender sebelum
pelaksanaan uji coba; dan
2. laporan pengakhiran dan hasil pelaksanaan uji
coba disampaikan kepada Bank Indonesia paling
lama 10 (sepuluh) hari kalender setelah tanggal
uji coba berakhir.
(2) Penyampaian laporan rencana pelaksanaan uji coba
sebagaimana dimaksud pada ayat (1) huruf b angka 1
paling sedikit memuat:
a. tata cara atau mekanisme uji coba, termasuk
informasi jumlah pengguna uang elektronik, cakupan
wilayah, dan jangka waktu;
b. penerapan manajemen risiko; dan
c. penerapan perlindungan konsumen."
164,"Pasal 164
(1) Dana float merupakan seluruh nilai uang elektronik yang
berada pada PJP yang menyelenggarakan aktivitas
penatausahaan Sumber Dana berupa penerbitan uang
elektronik atas hasil penerbitan uang elektronik dan/atau
pengisian ulang (top up) yang masih merupakan kewajiban
PJP tersebut kepada pengguna uang elektronik dan
Penyedia Barang dan/atau Jasa.
(2) Dana float bukan merupakan aset atau kekayaan PJP yang
menyelenggarakan aktivitas penatausahaan Sumber Dana
berupa penerbitan uang elektronik melainkan merupakan
aset atau kekayaan pengguna uang elektronik yang berada
dalam penguasaan dan pengelolaan PJP tersebut sebagai
dana titipan.
(3) Dalam hal PJP yang menyelenggarakan aktivitas
penatausahaan Sumber Dana berupa penerbitan uang
elektronik dinyatakan pailit, dana float sebagaimana
dimaksud pada ayat (1) bukan bagian dari boedel likuidasi
atau boedel pailit."
165,"Pasal 165
(1) PJP yang menyelenggarakan aktivitas penatausahaan
Sumber Dana berupa penerbitan uang elektronik wajib
melakukan pencatatan dana float pada pos kewajiban
segera atau rupa-rupa pasiva.
(2) PJP yang menyelenggarakan aktivitas penatausahaan
Sumber Dana berupa penerbitan uang elektronik wajib
menempatkan dana float dengan ketentuan sebagai
berikut:
a. paling sedikit 30% (tiga puluh persen) dari dana float
pada:
1. kas, bagi PJP yang menyelenggarakan aktivitas
penatausahaan Sumber Dana berupa penerbitan
uang elektronik yang merupakan Bank yang
termasuk dalam kategori bank umum
berdasarkan kegiatan usaha (BUKU) 4; atau
2. giro di Bank yang termasuk dalam kategori bank
umum berdasarkan kegiatan usaha (BUKU) 4,
bagi:
a) PJP yang menyelenggarakan aktivitas
penatausahaan Sumber Dana berupa
penerbitan uang elektronik yang
merupakan Bank yang tidak termasuk
dalam kategori bank umum berdasarkan
kegiatan usaha (BUKU) 4; dan
b) PJP yang menyelenggarakan aktivitas
penatausahaan Sumber Dana berupa
penerbitan uang elektronik yang
merupakan Lembaga Selain Bank;
dan
b. paling banyak 70% (tujuh puluh persen) dari dana
float pada:
1. surat berharga atau instrumen keuangan yang
likuid yang diterbitkan oleh Pemerintah
Republik Indonesia atau Bank Indonesia; atau
2. rekening di Bank Indonesia.
(3) PJP yang menyelenggarakan aktivitas penatausahaan
Sumber Dana berupa penerbitan uang elektronik harus
menjamin keamanan atas dana float yang ditempatkan
dan/atau ditatausahakan dari risiko likuiditas, risiko
kredit, risiko hukum, risiko pasar, maupun risiko
operasional.
(4) Dengan tetap memperhatikan ketentuan sebagaimana
dimaksud pada ayat (2), persentase penempatan dana float
wajib disesuaikan dengan jumlah rata-rata bulanan
kebutuhan likuiditas untuk memenuhi kewajiban kepada
pengguna uang elektronik dan Penyedia Barang dan/atau
Jasa dalam 12 (dua belas) bulan terakhir yang dimonitor
secara harian.
(5) Pencatatan dana float sebagaimana dimaksud pada ayat
(2) dilakukan sebagai berikut:
a. pencatatan dana float uang elektronik registered
harus dilengkapi dengan daftar nominatif yang paling
sedikit meliputi nama pengguna uang elektronik,
nomor uang elektronik, dan nilai uang elektronik; dan
b. pencatatan dana float uang elektronik unregistered
harus dilengkapi dengan nomor dan nilai uang
elektronik.
(6) Bank Indonesia dapat menetapkan perubahan komposisi
pengelolaan dan penempatan sebagaimana dimaksud
pada ayat (2), serta mekanisme pencatatan dana float
sebagaimana dimaksud pada ayat (5) dengan
mempertimbangkan:
a. perkembangan transaksi pembayaran;
b. menjaga pertumbuhan industri;
c. efisiensi nasional;
d. kepentingan publik; dan/atau
e. aspek lainnya dalam mendorong perluasan akseptasi
layanan dan inovasi.
(7) Ketentuan mengenai perubahan komposisi pengelolaan
dan penempatan serta mekanisme pencatatan dana float
sebagaimana dimaksud pada ayat (6) diatur dalam
Peraturan Anggota Dewan Gubernur."
